caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13
"“We believe a future of clean water and healthy rivers everywhere, for everyone, is essential. Our mission is to protect healthy rivers, restore damaged rivers and conserve clean water for people and nature. We combine national advocacy and on-the-ground projects to have the biggest possible impact for rivers and people.”
- Amy Souers Kober, VP for Communications at American Rivers 

We chatted with Amy to learn more about the history, focus and mission of American Rivers. Our recent Rumpl x Osprey collaboration pack and blanket, featuring the vivid artwork of Jeremy Collins, is inspired by our love for the rivers and canyons of the Colorado Plateau. Through this partnership, Osprey and Rumpl are donating $10,000 to American Rivers to protect and restore our nation’s rivers and clean water. Check out our Q&A with American Rivers at the link in our bio!
#WorldRiversDay #ospreypacks",WorldRiversDay,ospreypacks,,,,,,,,,,,,
"""Never stop wandering into wonder."" - Suzy Kassem | 📷  by @marichris88 | Featured pack from the Poco Plus Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
@kmcourtie taking us on a high-altitude adventure. 😍 | Featured pack from the Talon/Tempest Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"This week ROMP’s Elite Climbing Team is attempting to summit Cotopaxi, a 19,347ft volcano in Ecuador, as a physical symbol of the power of mobility. They're proving that if you have access to the right technology there is no limit to what you can do. We're proud to support this initiative to increase awareness for disability rights and raise funds to help other amputees get mobile. 

📷 by @silverlinefilms 

#whatsyourmountain #climbing4romp #rompglobal #whyweclimb #mobilityforall #ospreypacks",whatsyourmountain,climbing4romp,rompglobal,whyweclimb,mobilityforall,ospreypacks,,,,,,,,
"Happy National Public Lands Day! We hope you're getting outside to enjoy the places you love with the ones you love. Tag someone you love to explore with! | 📷  by @mor.wild 

#NationalPublicLandsDay #ospreypacks",NationalPublicLandsDay,ospreypacks,,,,,,,,,,,,
"""May I grow so tall and bright, so free and wild, so brave and vibrant that when you see me standing you think I am a sunflower."" - Gaby Comprés | 📷  by @offthegridpandas
#ospreypacks",ospreypacks,,,,,,,,,,,,,
"""You must give everything to make your life as beautiful as the dreams that dance in your imagination.” - Roman Payne | 📷  by @a__dewulf | Featured pack from the Stratos/Sirrus Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“Laugh my friend, for laughter ignites a fire within the pit of your belly and awakens your being.” - Stella McCartney | 📷  by @maitreeviews | Featured pack from the Kestrel/Kyte Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Live your life by a compass, not a clock."" - Stephen Covey | 📷 by @Indragramm | Featured pack from the Duro/Dyna Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"With school back in session, don't forget to make time for plenty of outside play! | 🎥 by @travelwith_daniel | Featured pack from the Daylite Kid's Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Since our foundation in 1974, we’ve been hard at work relentlessly innovating the gear that we carry—and which carries us—to places new and old, urban and outdoor, seaside and sky high. While we’re proud of where we’ve been and where we’re going, we know we couldn’t have done it without all of the doers, explorers, movers and shakers out there who’ve supported our efforts. In other words, we couldn’t have done it without YOU! Take a look back at some of our greatest milestones, innovations and accolades along the way at the link in our bio. #ospreypacks",ospreypacks,,,,,,,,,,,,,
“If we were meant to stay in one place we’d have roots instead of feet.” - Rachel Wolchin | 📷 by @eight.feet_one.adventure | Featured pack from the Kestrel/Kyte Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"""To raise a nature-bonded child is to raise a rebel, a dreamer, an innovator… someone who will walk their own verdant, winding path."" - Nicolette Sowder | 📷 by @tanjasolv | Featured pack from the Poco Plus Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"With 47 years under our belt, it only makes sense we’d wax a little nostalgic. Our Heritage Collection, featuring original designs from our storied past, is a marriage between our history in innovation and our commitment to sustainability for years ahead. Built with bluesign® approved fabrics and updated with modern features, these packs are as memorable as ever. Shop our Heritage Collection at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
“You are the sky. Everything else is just the weather.” - Pema Chodron | 📷 by @vernankee | Featured pack from the Manta/Mira Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"Fall is more than just a color change. Cooler days call for bigger approaches, longer rides and higher climbs. The desert becomes a more welcoming beast, the forests are alive—prepping for winter—and its promise of coming snow has us dreaming of our favorite stashes and lines. Request a Fall 2021 Catalog to shop our latest collection at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Encourage your child to have muddy, grassy or sandy feet by the end of each day, that’s the childhood they deserve."" - Penny Whitehouse | 📷 by @caito.co | Featured pack from the Poco Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""They aren’t just backpacks; they’re memory banks of every trip, every hike, every campsite, and every adventure we’ve ever done together. Across the globe and back, each mile with you has been a beautiful memory. I’m so grateful we got to start our marriage as it should be—an adventure."" - @keslieinman | 📷  by @lclawsonphoto | Featured pack from the Exos/Eja Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Who else is this stoked when they're outside on the trail? | 📹 by @everstfamily | Featured pack from the Poco Plus Series 
#ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Jobs fill your pockets, but adventures fill your soul.” - Jaime Lyn Beatty | 📷  by @stephtempier | Featured pack from the Syncro/Sylva Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"From your everyday carry and daily commuter to your hike, bike and backpacking pack, you deserve the most comfortable, versatile and functional packs we offer. With the clock ticking on sale pricing, free shipping and free returns, there’s no better time than now. Shop the final hours of our Labor Day Sale at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
Life was meant for good friends and great adventures. Tag a trail buddy and let us know about a favorite hike you've been on together! | 📷 by @NeverSaySomeday | Featured pack from the Moki & Hydrajet Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
“Nature is one of the most underutilized treasures in life. It has the power to unburden hearts and reconnect to that inner place of peace.” - Janice Anderson | 📷 by @llefuent | Featured pack from the Kestrel/Kyte Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"Summer may be ending, but adventure always lives on. Through September 6, gear up on select packs at 25% off and save up to 40% on previous season products. Plus free shipping and returns. Shop our Labor Day Sale at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
"“It’s not just that rivers make our lives better. We can’t survive without them.” 
- American Rivers 

Through our partnership with Rumpl, the makers of technical outdoor blankets, we’re excited to feature artist, athlete and activist, Jeremy Collins' Three Canyons Print with a limited-edition Daylite® and matching blanket. When we started this collaboration, we knew we wanted more out of it than some beautiful gear, which is why together, Osprey and Rumpl have committed to donating $10,000 to American Rivers. We're proud to support a national organization dedicated to the protection and restoration of our wild rivers and waterways. Shop this Limited Collection at the link in our bio! #ospreypacks

@americanrivers @jer.collins @gorumpl @jimaikman @bedrockfilmworks",ospreypacks,,,,,,,,,,,,,
"""The charm of fishing is that it is the pursuit of what is elusive but attainable, a perpetual series of occasions for hope."" - John Buchan | 📷 by #OspreyAmbassador @sole_sister_ascending | Featured pack from the Talon/Tempest Series #ospreypacks",OspreyAmbassador,ospreypacks,,,,,,,,,,,,
"Water. It’s one of the most critical resources we have. It’s also one of the most beautiful. 

Celebrate our waterways with a new collaboration, featuring the artwork of artist, athlete and activist, Jeremy Collins. Inspired by the rivers and canyons of the Colorado Plateau, this limited-edition Three Canyons Print Daylite® backpack and matching Rumpl Original Puffy Blanket represent a commitment to protecting the future of our rivers for years to come. Together, Osprey and Rumpl have committed $10,000 to American Rivers to help continue their good work towards conservation and restoration across the U.S. Watch the full video and shop this Limited Collection at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Don’t ask yourself what the world needs; ask yourself what makes you come alive. And then go and do that. Because what the world needs is people who have come alive."" - Howard Thurman | 📷 by @lou.quinney | Featured pack from the Stratos/Sirrus Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Who's found themselves digging fruitlessly through packs and luggage for elusive clothes, cables and gear while on the go? Packing is hard, but it doesn’t have to be. Optimize your packing and liberate your luggage with our practical travel accessories—designed to eliminate friction from every part of your journey. Shop Travel at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Happy #NationalDogDay! Here's to all of the slobbery kisses, belly rubs, warm snuggles, wagging tails, and epic adventures. | 📷 by @jakearinn of @daddi_studer | Featured pack from the Aether/Ariel Series #ospreypacks",NationalDogDay!,ospreypacks,,,,,,,,,,,,
"When you look back on your adventures, we want you to recall the meanders and meadows, the cliffs and climbs, the valleys and vistas—not the weight on your shoulders or the sweat on your back. We're here to help make sure your experience takes center stage, while your gear fades to the background. Shop our backpacking collection at the link in our bio! #ospreypacks",ospreypacks,,,,,,,,,,,,,
