caption,answer
"""The descent beckons as the ascent beckoned"" - William Carlos Williams | 📷 @akualalo of @everevolvingem | Featured pack from the Daylite Series | #OspreyPacks",
"Keep your eye on the ridgeline, never lose sight of winter's hem. This is how you'll like to remember yourself: standing slightly apart and moving away, knowing in that last tawny rush of the leaves: what goes out there, it never comes back."" - Andrew Zawacki | 📷 @jona_ah | Featured pack from the Talon/Tempest Series | #OspreyPacks",
“A journey of a thousand miles begins with a single step” – Lao Tzu | 📷 @pearrr.tw | Featured pack from the Levity/Lumina Series | #OspreyPacks,
"Today's affirmation: yes, you did lock the car. | Featuring the Talon 22 pack which you can vote for over at @carryology for Best Active Backpack of 2021. Link in our bio | #OspreyPack",
"A study in aesthetics. A lesson in sustainability.

We express ourselves with what we wear, what we carry and what adventures we pursue. Osprey Arcane™ was developed to make an impression, with a refined, urban design constructed with beautifully recycled fabrics. 

Shop the Arcane series via the link in our bio.

#OspreyPacks",
"As we journey further into 2022 and make plans to travel internationally again, outdoor adventure writer Emily Hopcian (@emilyhopcian) spoke with travel and tourism professionals on every continent, with the exception of Antarctica, to understand and share what the past two years have been like for them and what the future has in store. 

Look ahead at what the return to international travel and tourism might look like for them, their businesses, their communities—and all of us—in 2022.  Link in our bio.

📷 @silvestre.sere | #OspreyPacks",
Snow provokes responses that reach right back to childhood. - Andy Goldsworthy | 📷 @AmbPitch | Featured pack from the Aether/Ariel Plus Series | #OspreyPacks,
"We developed the Daylite Family with one key tenet in mind: all-day versatility. Because when your pack is ready for anything, you can make the most of everything life throws your way. 

Find the perfect Daylite pack, tote or sling for your lifestyle and explore new illuminating seasonal colors that’ll brighten your style via the link in our bio.

#OspreyPacks",
What do siblings and Osprey packs have in common? Adventure buddies for life. | 📷 @endlessfamilyadventure | Featured packs from the Kid's Jet Series | #OspreyPacks,
"We’re excited to announce that the application is open for @thruhikesyndicate 2022, offering up the chance of a lifetime to tackle some serious mileage with the support of Osprey and a few of your other favorite outdoor brands.

Are you ready to make your thru-hike dreams come true? You can apply to be a #ThruHikeSyndicate ambassador via the link in our bio, or follow along over at @thruhikesyndicate to root them on and learn more about thru hiking.

📷 1 - @roberto.flores.buck of 2021 #ThruHikeSyndicate Ambassador @gabaccia 
📷 2 - 2021 #ThruHikeSyndicate Ambassadors @kidsoutwild

#OspreyPacks",
"Winter isn’t slowing down team #Over50Outside from chasing their goals of completing the @52hikechallenge. This group of 150 women are committed to hiking once a week for an entire year even through these colder, darker days – all by doing it together.
 
Here are some of our favorite photos we’ve seen shared since the temperatures started to plummet and the extra layers came out to keep us warm. Follow along here with #OspreyPacks, or with #Over50Outside, to see what the team’s up to next.",
It is because I dove into the abyss that I am beginning to love the abyss I am made of. - Clarice Lispector | 📷 @amira.silverman | Featured pack from the Hikelite Series | #OspreyPacks #OspreyAmbassador,
"Nothing puts our gear to the test better than the tests we couldn't plan for. @wildcatgregd of @onionriveroutdoors lost his Porter 46 off the top of his car while zooming down a busy interstate, only to find the bag relatively unscathed.

Image ID: ""Doing 80 on a very crowded NY Thruway, and I heard a huge bang on the roof of the car. Looking in the rearview mirror and saw my Porter 46 flying high in the air and bouncing violently on the shoulder. The top of our cargo box had apparently blown open, at least for a moment, and my bag was launched. After hiking a half mile back, I found the Porter completely intact! The straightjacket buckles still secure, only bad abrasions tot he shell material and buckles... I see no reason why I still won't get many years of use out of this bag. - Greg Davis | Onion River Outdoors ""

#OspreyPacks",
"Bike packs have arrived in new seasonal colorways, keeping you hydrated on your all-day endeavors or quick lunch laps—and looking fresh along the way. 

Katari | Kitsuma is here for your minimal rides, where gear is a mere accessory to the fun to be had. The roomier Siskin | Salida is built for longer rides where carrying just enough gear to get you out and get you back home again is critical.

Check out both lines via the link in our bio. #OspreyPacks",
There is something magically peaceful about each step on the skin track. | #OspreyAthlete @madisonnnrose | Featured pack from the Soelden/Sopris Pro Series | #OspreyPacks,
"Hang on tight, we've got memories to make. | 📷 @jillian.blum | Featured pack from the Poco Series | #OspreyPacks",
"Hybrids manage to combine the best approaches to design and create an even better solution. We took this mentality to heart with our Transporter® 4-Wheel Hybrid, blending a hard-sided half-shell for protection with a soft-sided front panel for flexible expansion. 

It’s the best of both worlds, everywhere it counts. 

Check it out for yourself via the link in our bio! 
#OspreyPacks",
"""One of my favorite parts of having the dogs is looking back and seeing exactly how far we’ve come, how we’ve changed our lifestyles to benefit them, and how we’ve worked so hard with them to ensure they fit our lifestyle."" - @britcummings | 📷 @britcummings | Featured pack from the Atmos/Aura Series | #OspreyPacks",
Creation is at its best when it’s viewed not explained. | 📷 @qyjb | @camille_harmon | Featured pack from the 24/7 Series | #OspreyPacks,
"Don't mind us, just putting out a little warmth on your feed so you remember what you have to look forward to. | 📷 #OspreyAmbassador @travelwithirine | Featured Pack from the Talon/Tempest Series| #OspreyPacks",
"It’s no secret that we love our backcountry sports here, especially when winter turns our rugged mountains into sloping, snowy playgrounds for visitors from near and far. We’re excited to donate 5% of all online sales over the next week to Friends of CAIC, a 501(c)(3) non-profit supporting the Colorado Avalanche Information Center and avalanche education. We are grateful for their continued work to make the backcountry more safely accessible for the countless people who recreate here each winter.

Shop our ski and snowboard packs through the link in our bio! 

#OspreyPacks",
"Have you gotten out on the trail yet in 2022? If so, where'd you wander? | 📷 @lovicarious | Featured Pack from the Poco Series | #OspreyPacks",
"By now the dust has settled from the gear you diligently stored, waiting for first snow to fall and winter adventure to kick off. Maybe you’ve rediscovered the bluntness of ice tools in need of filing, the creaky knees in need of stretching and the rusty avalanche safety skills in need of honing. It’s not too late to take inventory and make the most of the season with expert advice from collegiate outdoor recreation director, Brett Davis (@brettrdavis). 

Brett Davis is the director of the Outdoor Pursuits program at Fort Lewis College.  For 20+ years he has worked in collegiate outdoor recreation, creating opportunities for college students to experience the lessons that our planet’s deserts, mountains, rivers and oceans have to offer.  As an avid adventurer himself, Brett can often be found seeking out those lessons on his own time via human powered means.

Read his guide via the link in our bio. | #OspreyPacks",
“I like this place and could willingly waste my time in it.” - WIlliam Shakespear | 📷 @earth.to.allie_ | Featured pack from the Daylite Series | #OspreyPacks,
